Site,DateTime,StageHt,Flow,Temp,EC25,Turb,Precip
Tischer2020,05/05/2020 20:30:00,0.518,1.36,8.90,375,,
Tischer2020,05/05/2020 20:45:00,0.518,1.36,8.82,375,,
Tischer2020,05/05/2020 21:00:00,0.518,1.36,8.73,375,,
Tischer2020,05/05/2020 21:15:00,0.518,1.36,8.63,375,,
Tischer2020,05/05/2020 21:30:00,0.518,1.36,8.51,375,,
Tischer2020,05/05/2020 21:45:00,0.518,1.36,8.40,376,,
Tischer2020,05/05/2020 22:00:00,0.518,1.36,8.28,376,,
Tischer2020,05/05/2020 22:15:00,0.518,1.36,8.17,376,,
Tischer2020,05/05/2020 22:30:00,0.518,1.36,8.07,376,,
Tischer2020,05/05/2020 22:45:00,0.518,1.36,7.96,376,,
Tischer2020,05/05/2020 23:00:00,0.518,1.36,7.86,375,,
Tischer2020,05/05/2020 23:15:00,0.518,1.36,7.77,375,,
Tischer2020,06/12/2020 12:50:00,0.183,0.29,12.78,580,,
Tischer2020,06/12/2020 13:05:00,0.183,0.29,12.80,582,,
Tischer2020,06/12/2020 13:20:00,0.183,0.29,12.93,582,,
Tischer2020,06/12/2020 13:35:00,0.183,0.29,13.08,583,,
Tischer2020,06/12/2020 13:50:00,0.183,0.29,13.20,583,,
Tischer2020,06/12/2020 14:05:00,0.183,0.29,13.31,583,,
Tischer2020,06/12/2020 14:20:00,0.183,0.29,13.44,584,,
Tischer2020,06/12/2020 14:35:00,0.183,0.29,13.56,584,,
Tischer2020,06/12/2020 14:50:00,0.183,0.29,13.69,584,,
Tischer2020,06/12/2020 15:05:00,0.183,0.29,13.79,585,,
Tischer2020,06/12/2020 15:20:00,0.183,0.29,13.89,586,,
Tischer2020,06/12/2020 15:35:00,0.183,0.29,13.98,586,,
Tischer2020,06/12/2020 15:50:00,0.183,0.29,14.10,587,,
Tischer2020,06/12/2020 16:05:00,0.183,0.29,14.19,586,,
Tischer2020,06/12/2020 16:20:00,0.183,0.29,14.26,586,,
Tischer2020,06/12/2020 16:35:00,0.183,0.29,14.31,585,,
Tischer2020,06/12/2020 16:50:00,0.183,0.29,14.33,585,,
Tischer2020,06/12/2020 17:05:00,0.183,0.29,14.35,585,,
Tischer2020,06/12/2020 17:20:00,0.183,0.29,14.34,585,,
Tischer2020,06/12/2020 17:35:00,0.183,0.29,14.29,584,,
Tischer2020,06/12/2020 17:50:00,0.183,0.29,14.20,583,,
Tischer2020,06/12/2020 18:05:00,0.183,0.29,14.12,583,,
Tischer2020,06/12/2020 18:20:00,0.183,0.29,14.04,582,,
Tischer2020,06/12/2020 18:35:00,0.183,0.29,13.95,582,,
Tischer2020,06/12/2020 18:50:00,0.183,0.29,13.87,582,,
Tischer2020,06/12/2020 19:05:00,0.183,0.29,13.78,582,,
Tischer2020,06/12/2020 19:20:00,0.183,0.29,13.69,582,,
Tischer2020,06/12/2020 19:35:00,0.183,0.29,13.60,582,,
Tischer2020,06/12/2020 19:50:00,0.183,0.29,13.51,582,,
Tischer2020,06/12/2020 20:05:00,0.183,0.29,13.44,581,,
Tischer2020,06/12/2020 20:20:00,0.183,0.29,13.35,581,,
Tischer2020,06/12/2020 20:35:00,0.183,0.29,13.25,580,,
Tischer2020,06/12/2020 20:50:00,0.183,0.29,13.14,579,,
Tischer2020,06/12/2020 21:05:00,0.183,0.29,13.04,577,,
Tischer2020,06/12/2020 21:20:00,0.183,0.29,12.94,577,,
Tischer2020,06/12/2020 21:35:00,0.183,0.29,12.83,578,,
Tischer2020,06/12/2020 21:50:00,0.183,0.29,12.73,579,,
Tischer2020,06/12/2020 22:05:00,0.183,0.29,12.61,578,,
Tischer2020,06/12/2020 22:20:00,0.183,0.29,12.50,579,,
Tischer2020,06/12/2020 22:35:00,0.183,0.29,12.39,579,,
Tischer2020,06/12/2020 22:50:00,0.183,0.29,12.27,579,,
Tischer2020,06/12/2020 23:05:00,0.183,0.29,12.16,579,,
Tischer2020,06/12/2020 23:20:00,0.183,0.29,12.05,579,,
Tischer2020,06/12/2020 23:35:00,0.183,0.29,11.94,579,,
Tischer2020,06/12/2020 23:50:00,0.183,0.29,11.84,579,,
Tischer2020,06/13/2020 00:05:00,0.183,0.29,11.74,580,,
Tischer2020,06/13/2020 00:20:00,0.183,0.29,11.64,580,,
Tischer2020,06/13/2020 00:35:00,0.183,0.29,11.55,580,,
Tischer2020,06/13/2020 00:50:00,0.183,0.29,11.46,580,,
Tischer2020,06/13/2020 01:05:00,0.183,0.29,11.37,581,,
Tischer2020,06/13/2020 01:20:00,0.183,0.29,11.29,581,,
Tischer2020,06/13/2020 01:35:00,0.183,0.29,11.21,582,,
Tischer2020,06/13/2020 01:50:00,0.183,0.29,11.13,582,,
Tischer2020,06/13/2020 02:05:00,0.183,0.29,11.05,583,,
Tischer2020,06/13/2020 02:20:00,0.183,0.29,10.97,583,,
Tischer2020,06/13/2020 02:35:00,0.183,0.29,10.90,583,,
Tischer2020,06/13/2020 02:50:00,0.183,0.29,10.83,583,,
Tischer2020,06/13/2020 03:05:00,0.183,0.29,10.76,584,,
Tischer2020,06/13/2020 03:20:00,0.183,0.29,10.68,584,,
Tischer2020,06/13/2020 03:35:00,0.183,0.29,10.60,585,,
Tischer2020,06/13/2020 03:50:00,0.183,0.29,10.54,585,,
Tischer2020,06/13/2020 04:05:00,0.183,0.29,10.46,585,,
Tischer2020,06/13/2020 04:20:00,0.183,0.29,10.39,585,,
Tischer2020,06/13/2020 04:35:00,0.183,0.29,10.31,585,,
Tischer2020,06/13/2020 04:50:00,0.183,0.29,10.23,586,,
Tischer2020,06/13/2020 05:05:00,0.183,0.29,10.15,586,,
Tischer2020,06/13/2020 05:20:00,0.183,0.29,10.08,588,,
Tischer2020,06/13/2020 05:35:00,0.183,0.29,10.01,589,,
Tischer2020,06/13/2020 05:50:00,0.183,0.29,9.95,589,,
Tischer2020,06/13/2020 06:05:00,0.183,0.29,9.89,589,,
Tischer2020,06/13/2020 06:20:00,0.183,0.29,9.84,589,,
Tischer2020,06/13/2020 06:35:00,0.183,0.29,9.78,589,,
Tischer2020,06/13/2020 06:50:00,0.183,0.29,9.74,589,,
Tischer2020,06/13/2020 07:05:00,0.183,0.29,9.70,589,,
Tischer2020,06/13/2020 07:20:00,0.183,0.29,9.67,590,,
Tischer2020,06/13/2020 07:35:00,0.183,0.29,9.64,590,,
Tischer2020,06/13/2020 07:50:00,0.183,0.29,9.62,590,,
Tischer2020,06/13/2020 08:05:00,0.183,0.29,9.62,590,,
Tischer2020,06/13/2020 08:20:00,0.183,0.29,9.60,589,,
Tischer2020,06/13/2020 08:35:00,0.183,0.29,9.60,589,,
Tischer2020,06/13/2020 08:50:00,0.183,0.29,9.63,589,,
Tischer2020,06/13/2020 09:05:00,0.183,0.29,9.68,588,,
Tischer2020,06/13/2020 09:20:00,0.183,0.29,9.70,588,,
Tischer2020,06/13/2020 09:35:00,0.183,0.29,9.72,587,,
Tischer2020,06/13/2020 09:50:00,0.183,0.29,9.80,587,,
Tischer2020,06/13/2020 10:05:00,0.183,0.29,9.87,587,,
Tischer2020,06/13/2020 10:20:00,0.183,0.29,10.01,586,,
Tischer2020,06/13/2020 10:35:00,0.183,0.29,10.15,586,,
Tischer2020,06/13/2020 10:50:00,0.183,0.29,10.29,586,,
Tischer2020,06/13/2020 11:05:00,0.183,0.29,10.43,585,,
Tischer2020,06/13/2020 11:20:00,0.183,0.29,10.56,585,,
Tischer2020,06/13/2020 11:35:00,0.183,0.29,10.72,584,,
Tischer2020,06/13/2020 11:50:00,0.183,0.29,10.88,583,,
Tischer2020,06/13/2020 12:05:00,0.183,0.29,11.08,583,,
Tischer2020,06/13/2020 12:20:00,0.183,0.29,11.28,583,,
Tischer2020,06/13/2020 12:35:00,0.183,0.29,11.49,582,,
Tischer2020,06/13/2020 12:50:00,0.183,0.29,11.69,582,,
Tischer2020,06/13/2020 13:05:00,0.183,0.29,11.88,582,,
Tischer2020,06/13/2020 13:20:00,0.183,0.29,12.06,581,,
Tischer2020,06/13/2020 13:35:00,0.183,0.29,12.25,582,,
Tischer2020,06/13/2020 13:50:00,0.183,0.29,12.42,581,,
Tischer2020,06/13/2020 14:05:00,0.183,0.29,12.58,567,,
Tischer2020,06/13/2020 14:20:00,0.183,0.29,12.74,570,,
Tischer2020,06/13/2020 14:35:00,0.183,0.29,12.90,567,,
Tischer2020,06/13/2020 14:50:00,0.183,0.29,13.07,567,,
Tischer2020,06/13/2020 15:05:00,0.183,0.29,13.21,575,,
Tischer2020,06/13/2020 15:20:00,0.152,0.19,13.35,538,,
Tischer2020,06/13/2020 15:35:00,0.152,0.19,13.47,545,,
Tischer2020,06/13/2020 15:50:00,0.152,0.19,13.57,546,,
Tischer2020,06/13/2020 16:05:00,0.152,0.19,13.68,545,,
Tischer2020,06/13/2020 16:20:00,0.152,0.19,13.76,545,,
Tischer2020,06/13/2020 16:35:00,0.152,0.19,13.81,545,,
Tischer2020,06/13/2020 16:50:00,0.152,0.19,13.83,545,,
Tischer2020,06/13/2020 17:05:00,0.152,0.19,13.82,546,,
Tischer2020,06/13/2020 17:20:00,0.152,0.19,13.80,546,,
Tischer2020,06/13/2020 17:35:00,0.152,0.19,13.76,546,,
Tischer2020,06/13/2020 17:50:00,0.152,0.19,13.69,547,,
Tischer2020,06/13/2020 18:05:00,0.152,0.19,13.59,547,,
Tischer2020,06/13/2020 18:20:00,0.152,0.19,13.46,547,,
Tischer2020,06/13/2020 18:35:00,0.152,0.19,13.35,548,,
Tischer2020,06/13/2020 18:50:00,0.152,0.19,13.26,548,,
Tischer2020,06/13/2020 19:05:00,0.152,0.19,13.17,548,,
Tischer2020,06/13/2020 19:20:00,0.152,0.19,13.07,548,,
Tischer2020,06/13/2020 19:35:00,0.152,0.19,12.98,548,,
Tischer2020,06/13/2020 19:50:00,0.152,0.19,12.89,549,,
Tischer2020,06/13/2020 20:05:00,0.152,0.19,12.78,549,,
Tischer2020,06/13/2020 20:20:00,0.152,0.19,12.69,548,,
Tischer2020,06/13/2020 20:35:00,0.152,0.19,12.59,548,,
Tischer2020,06/13/2020 20:50:00,0.152,0.19,12.49,549,,
Tischer2020,06/13/2020 21:05:00,0.183,0.29,12.38,550,,
Tischer2020,06/13/2020 21:20:00,0.183,0.29,12.27,551,,
Tischer2020,06/13/2020 21:35:00,0.183,0.29,12.16,551,,
Tischer2020,06/13/2020 21:50:00,0.183,0.29,12.07,551,,
Tischer2020,06/13/2020 22:05:00,0.183,0.29,11.97,552,,
Tischer2020,06/13/2020 22:20:00,0.183,0.29,11.88,552,,
Tischer2020,06/13/2020 22:35:00,0.183,0.29,11.79,552,,
Tischer2020,06/13/2020 22:50:00,0.183,0.29,11.70,552,,
Tischer2020,06/13/2020 23:05:00,0.183,0.29,11.60,553,,
Tischer2020,06/13/2020 23:20:00,0.183,0.29,11.51,552,,
Tischer2020,06/13/2020 23:35:00,0.183,0.29,11.42,553,,
Tischer2020,06/13/2020 23:50:00,0.183,0.29,11.33,553,,
Tischer2020,06/14/2020 00:05:00,0.183,0.29,11.25,554,,
Tischer2020,06/14/2020 00:20:00,0.183,0.29,11.17,554,,
Tischer2020,06/14/2020 00:35:00,0.183,0.29,11.10,554,,
Tischer2020,06/14/2020 00:50:00,0.183,0.29,11.02,554,,
Tischer2020,06/14/2020 01:05:00,0.183,0.29,10.95,555,,
Tischer2020,06/14/2020 01:20:00,0.183,0.29,10.88,555,,
Tischer2020,06/14/2020 01:35:00,0.183,0.29,10.81,555,,
Tischer2020,06/14/2020 01:50:00,0.183,0.29,10.74,556,,
Tischer2020,06/14/2020 02:05:00,0.183,0.29,10.67,556,,
Tischer2020,06/14/2020 02:20:00,0.183,0.29,10.60,557,,
Tischer2020,06/14/2020 02:35:00,0.183,0.29,10.54,557,,
Tischer2020,06/14/2020 02:50:00,0.183,0.29,10.49,558,,
Tischer2020,06/14/2020 03:05:00,0.183,0.29,10.42,558,,
Tischer2020,06/14/2020 03:20:00,0.183,0.29,10.36,558,,
Tischer2020,06/14/2020 03:35:00,0.183,0.29,10.31,559,,
Tischer2020,06/14/2020 03:50:00,0.183,0.29,10.25,559,,
Tischer2020,06/14/2020 04:05:00,0.183,0.29,10.20,561,,
Tischer2020,06/14/2020 04:20:00,0.183,0.29,10.15,562,,
Tischer2020,06/14/2020 04:35:00,0.183,0.29,10.09,562,,
Tischer2020,06/14/2020 04:50:00,0.183,0.29,10.02,563,,
Tischer2020,06/14/2020 05:05:00,0.183,0.29,9.95,563,,
Tischer2020,06/14/2020 05:20:00,0.183,0.29,9.87,563,,
Tischer2020,06/14/2020 05:35:00,0.183,0.29,9.81,563,,
Tischer2020,06/14/2020 05:50:00,0.183,0.29,9.73,563,,
Tischer2020,06/14/2020 06:05:00,0.183,0.29,9.67,563,,
Tischer2020,06/14/2020 06:20:00,0.183,0.29,9.62,563,,
Tischer2020,06/14/2020 06:35:00,0.183,0.29,9.58,580,,
Tischer2020,06/14/2020 06:50:00,0.183,0.29,9.55,582,,
Tischer2020,06/14/2020 07:05:00,0.183,0.29,9.52,580,,
Tischer2020,06/14/2020 07:20:00,0.183,0.29,9.49,579,,
Tischer2020,06/14/2020 07:35:00,0.183,0.29,9.47,577,,
Tischer2020,06/14/2020 07:50:00,0.183,0.29,9.45,577,,
Tischer2020,06/14/2020 08:05:00,0.183,0.29,9.44,577,,
Tischer2020,06/14/2020 08:20:00,0.183,0.29,9.45,576,,
Tischer2020,06/14/2020 08:35:00,0.183,0.29,9.47,575,,
Tischer2020,06/14/2020 08:50:00,0.183,0.29,9.52,576,,
Tischer2020,06/14/2020 09:05:00,0.183,0.29,9.58,574,,
Tischer2020,06/14/2020 09:20:00,0.183,0.29,9.67,572,,
Tischer2020,06/14/2020 09:35:00,0.183,0.29,9.77,572,,
Tischer2020,06/14/2020 09:50:00,0.183,0.29,9.89,571,,
Tischer2020,06/14/2020 10:05:00,0.183,0.29,10.02,571,,
Tischer2020,06/14/2020 10:20:00,0.183,0.29,10.16,571,,
Tischer2020,06/14/2020 10:35:00,0.183,0.29,10.30,571,,
Tischer2020,06/14/2020 10:50:00,0.183,0.29,10.44,569,,
Tischer2020,06/14/2020 11:05:00,0.183,0.29,10.59,569,,
Tischer2020,06/14/2020 11:20:00,0.183,0.29,10.74,568,,
Tischer2020,06/14/2020 11:35:00,0.183,0.29,10.90,567,,
Tischer2020,06/14/2020 11:50:00,0.183,0.29,11.08,567,,
Tischer2020,06/14/2020 12:05:00,0.183,0.29,11.28,567,,
Tischer2020,06/14/2020 12:20:00,0.183,0.29,11.50,567,,
Tischer2020,06/14/2020 12:35:00,0.183,0.29,11.72,567,,
Tischer2020,06/14/2020 12:50:00,0.183,0.29,11.92,567,,
Tischer2020,06/14/2020 13:05:00,0.183,0.29,12.10,568,,
Tischer2020,06/14/2020 13:20:00,0.183,0.29,12.29,568,,
Tischer2020,06/14/2020 13:35:00,0.183,0.29,12.47,568,,
Tischer2020,06/14/2020 13:50:00,0.183,0.29,12.65,563,,
Tischer2020,06/14/2020 14:05:00,0.183,0.29,12.80,564,,
Tischer2020,06/14/2020 14:20:00,0.183,0.29,12.94,564,,
Tischer2020,06/14/2020 14:35:00,0.183,0.29,13.05,564,,
Tischer2020,06/14/2020 14:50:00,0.183,0.29,13.19,564,,
Tischer2020,06/14/2020 15:05:00,0.183,0.29,13.32,565,,
Tischer2020,06/14/2020 15:20:00,0.183,0.29,13.47,565,,
Tischer2020,06/14/2020 15:35:00,0.183,0.29,13.63,566,,
Tischer2020,06/14/2020 15:50:00,0.183,0.29,13.76,566,,
Tischer2020,06/14/2020 16:05:00,0.183,0.29,13.89,565,,
Tischer2020,06/14/2020 16:20:00,0.183,0.29,13.98,565,,
Tischer2020,06/14/2020 16:35:00,0.183,0.29,14.04,565,,
Tischer2020,06/14/2020 16:50:00,0.183,0.29,14.09,565,,
Tischer2020,06/14/2020 17:05:00,0.183,0.29,14.11,565,,
Tischer2020,06/14/2020 17:20:00,0.183,0.29,14.12,564,,
Tischer2020,06/14/2020 17:35:00,0.183,0.29,14.12,565,,
Tischer2020,06/14/2020 17:50:00,0.183,0.29,14.09,564,,
Tischer2020,06/14/2020 18:05:00,0.183,0.29,14.05,564,,
Tischer2020,06/14/2020 18:20:00,0.183,0.29,13.96,565,,
Tischer2020,06/14/2020 18:35:00,0.183,0.29,13.87,565,,
Tischer2020,06/14/2020 18:50:00,0.183,0.29,13.78,566,,
Tischer2020,06/14/2020 19:05:00,0.183,0.29,13.71,566,,
Tischer2020,06/14/2020 19:20:00,0.183,0.29,13.63,566,,
Tischer2020,06/14/2020 19:35:00,0.183,0.29,13.56,566,,
Tischer2020,06/14/2020 19:50:00,0.183,0.29,13.49,567,,
Tischer2020,06/14/2020 20:05:00,0.183,0.29,13.41,568,,
Tischer2020,06/14/2020 20:20:00,0.183,0.29,13.35,568,,
Tischer2020,06/14/2020 20:35:00,0.183,0.29,13.27,568,,
Tischer2020,06/14/2020 20:50:00,0.183,0.29,13.20,568,,
Tischer2020,06/14/2020 21:05:00,0.183,0.29,13.12,568,,
Tischer2020,06/14/2020 21:20:00,0.183,0.29,13.04,568,,
Tischer2020,06/14/2020 21:35:00,0.183,0.29,12.96,569,,
Tischer2020,06/14/2020 21:50:00,0.183,0.29,12.87,568,,
Tischer2020,06/14/2020 22:05:00,0.183,0.29,12.78,568,,
Tischer2020,06/14/2020 22:20:00,0.183,0.29,12.70,569,,
Tischer2020,06/14/2020 22:35:00,0.183,0.29,12.62,569,,
Tischer2020,06/14/2020 22:50:00,0.183,0.29,12.53,569,,
Tischer2020,06/14/2020 23:05:00,0.183,0.29,12.44,570,,
Tischer2020,06/14/2020 23:20:00,0.183,0.29,12.35,570,,
Tischer2020,06/14/2020 23:35:00,0.183,0.29,12.27,570,,
Tischer2020,06/14/2020 23:50:00,0.183,0.29,12.19,570,,
Tischer2020,06/15/2020 00:05:00,0.183,0.29,12.13,570,,
Tischer2020,06/15/2020 00:20:00,0.183,0.29,12.06,570,,
Tischer2020,06/15/2020 00:35:00,0.183,0.29,12.00,571,,
Tischer2020,06/15/2020 00:50:00,0.183,0.29,11.95,571,,
Tischer2020,06/15/2020 01:05:00,0.183,0.29,11.89,572,,
Tischer2020,06/15/2020 01:20:00,0.183,0.29,11.84,571,,
Tischer2020,06/15/2020 01:35:00,0.183,0.29,11.79,573,,
Tischer2020,06/15/2020 01:50:00,0.183,0.29,11.74,573,,
Tischer2020,06/15/2020 02:05:00,0.183,0.29,11.69,573,,
Tischer2020,06/15/2020 02:20:00,0.183,0.29,11.65,573,,
Tischer2020,06/15/2020 02:35:00,0.183,0.29,11.61,574,,
Tischer2020,06/15/2020 02:50:00,0.183,0.29,11.57,574,,
Tischer2020,06/15/2020 03:05:00,0.183,0.29,11.54,574,,
Tischer2020,06/15/2020 03:20:00,0.152,0.19,11.51,475,,
Tischer2020,06/15/2020 03:35:00,0.152,0.19,11.47,510,,
Tischer2020,06/15/2020 03:50:00,0.152,0.19,11.44,454,,
Tischer2020,06/15/2020 04:05:00,0.122,0.10,11.40,424,,
Tischer2020,06/15/2020 04:20:00,0.152,0.19,11.37,548,,
Tischer2020,06/15/2020 04:35:00,0.183,0.29,11.34,556,,
Tischer2020,06/15/2020 04:50:00,0.152,0.19,11.30,545,,
Tischer2020,06/15/2020 05:05:00,0.152,0.19,11.27,550,,
Tischer2020,06/15/2020 05:20:00,0.183,0.29,11.26,554,,
Tischer2020,06/15/2020 05:35:00,0.183,0.29,11.23,600,,
Tischer2020,06/15/2020 05:50:00,0.183,0.29,11.22,600,,
Tischer2020,06/15/2020 06:05:00,0.183,0.29,11.20,592,,
Tischer2020,06/15/2020 06:20:00,0.183,0.29,11.18,589,,
Tischer2020,06/15/2020 06:35:00,0.183,0.29,11.17,598,,
Tischer2020,06/15/2020 06:50:00,0.183,0.29,11.16,601,,
Tischer2020,06/15/2020 07:05:00,0.183,0.29,11.15,601,,
Tischer2020,06/15/2020 07:20:00,0.183,0.29,11.15,600,,
Tischer2020,06/15/2020 07:35:00,0.183,0.29,11.16,600,,
Tischer2020,06/15/2020 07:50:00,0.183,0.29,11.16,600,,
Tischer2020,06/15/2020 08:05:00,0.183,0.29,11.16,600,,
Tischer2020,06/15/2020 08:20:00,0.183,0.29,11.16,600,,
Tischer2020,06/15/2020 08:35:00,0.183,0.29,11.19,598,,
Tischer2020,06/15/2020 08:50:00,0.183,0.29,11.25,599,,
Tischer2020,06/15/2020 09:05:00,0.183,0.29,11.34,599,,
Tischer2020,06/15/2020 09:20:00,0.183,0.29,11.44,599,,
Tischer2020,06/15/2020 09:35:00,0.183,0.29,11.51,596,,
Tischer2020,06/15/2020 09:50:00,0.183,0.29,11.52,596,,
Tischer2020,06/15/2020 10:05:00,0.183,0.29,11.50,597,,
Tischer2020,06/15/2020 10:20:00,0.183,0.29,11.51,596,,
Tischer2020,06/15/2020 10:35:00,0.183,0.29,11.55,596,,
Tischer2020,06/15/2020 10:50:00,0.183,0.29,11.61,596,,
Tischer2020,06/15/2020 11:05:00,0.183,0.29,11.62,596,,
Tischer2020,06/15/2020 11:20:00,0.183,0.29,11.63,595,,
Tischer2020,06/15/2020 11:35:00,0.183,0.29,11.67,595,,
Tischer2020,06/15/2020 11:50:00,0.183,0.29,11.75,595,,
Tischer2020,06/15/2020 12:05:00,0.183,0.29,11.83,594,,
Tischer2020,06/15/2020 12:20:00,0.183,0.29,11.90,594,,
Tischer2020,06/15/2020 12:35:00,0.183,0.29,11.98,594,,
Tischer2020,06/15/2020 12:50:00,0.183,0.29,12.16,593,,
Tischer2020,06/15/2020 13:05:00,0.183,0.29,12.27,594,,
Tischer2020,06/15/2020 13:20:00,0.183,0.29,12.24,595,,
Tischer2020,06/15/2020 13:35:00,0.183,0.29,12.24,595,,
Tischer2020,06/15/2020 13:50:00,0.183,0.29,12.24,595,,
Tischer2020,06/15/2020 14:05:00,0.183,0.29,12.30,594,,
Tischer2020,06/15/2020 14:20:00,0.183,0.29,12.40,594,,
Tischer2020,06/15/2020 14:35:00,0.183,0.29,12.51,593,,
Tischer2020,06/15/2020 14:50:00,0.183,0.29,12.59,593,,
Tischer2020,06/15/2020 15:05:00,0.183,0.29,12.57,592,,
Tischer2020,06/15/2020 15:20:00,0.183,0.29,12.59,592,,
Tischer2020,06/15/2020 15:35:00,0.183,0.29,12.65,591,,
Tischer2020,06/15/2020 15:50:00,0.183,0.29,12.70,591,,
Tischer2020,06/15/2020 16:05:00,0.183,0.29,12.77,591,,
Tischer2020,06/15/2020 16:20:00,0.183,0.29,12.80,591,,
Tischer2020,06/15/2020 16:35:00,0.183,0.29,12.90,582,,
Tischer2020,06/15/2020 16:50:00,0.183,0.29,12.93,594,,
Tischer2020,06/15/2020 17:05:00,0.183,0.29,12.97,594,,
Tischer2020,06/15/2020 17:20:00,0.183,0.29,12.99,591,,
Tischer2020,06/15/2020 17:35:00,0.183,0.29,12.99,591,,
Tischer2020,06/15/2020 17:50:00,0.183,0.29,12.98,592,,
Tischer2020,06/15/2020 18:05:00,0.183,0.29,13.04,590,,
Tischer2020,06/15/2020 18:20:00,0.183,0.29,13.09,586,,
Tischer2020,06/15/2020 18:35:00,0.183,0.29,13.06,583,,
Tischer2020,06/15/2020 18:50:00,0.183,0.29,13.01,579,,
Tischer2020,06/15/2020 19:05:00,0.183,0.29,12.99,578,,
Tischer2020,06/15/2020 19:20:00,0.183,0.29,12.95,577,,
Tischer2020,06/15/2020 19:35:00,0.183,0.29,12.92,580,,
Tischer2020,06/15/2020 19:50:00,0.183,0.29,12.89,588,,
Tischer2020,06/15/2020 20:05:00,0.183,0.29,12.86,589,,
Tischer2020,06/15/2020 20:20:00,0.183,0.29,12.81,589,,
Tischer2020,06/15/2020 20:35:00,0.183,0.29,12.72,590,,
Tischer2020,06/15/2020 20:50:00,0.183,0.29,12.64,590,,
Tischer2020,06/15/2020 21:05:00,0.183,0.29,12.58,590,,
Tischer2020,06/15/2020 21:20:00,0.183,0.29,12.55,589,,
Tischer2020,06/15/2020 21:35:00,0.183,0.29,12.52,590,,
Tischer2020,06/15/2020 21:50:00,0.183,0.29,12.47,591,,
Tischer2020,06/15/2020 22:05:00,0.183,0.29,12.42,591,,
Tischer2020,06/15/2020 22:20:00,0.183,0.29,12.37,591,,
Tischer2020,06/15/2020 22:35:00,0.183,0.29,12.33,592,,
Tischer2020,06/15/2020 22:50:00,0.183,0.29,12.30,592,,
Tischer2020,06/15/2020 23:05:00,0.183,0.29,12.27,592,,
Tischer2020,06/15/2020 23:20:00,0.183,0.29,12.25,593,,
Tischer2020,06/15/2020 23:35:00,0.183,0.29,12.22,593,,
Tischer2020,06/15/2020 23:50:00,0.183,0.29,12.19,594,,
Tischer2020,06/16/2020 00:05:00,0.183,0.29,12.16,594,,
Tischer2020,06/16/2020 00:20:00,0.183,0.29,12.13,594,,
Tischer2020,06/16/2020 00:35:00,0.183,0.29,12.11,595,,
Tischer2020,06/16/2020 00:50:00,0.183,0.29,12.09,596,,
