Tischer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MN DNR Hydstra #,H02039008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MPCA Station ID,S004-364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,Lab,,,Lab,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Flow,Temp,DO,DO,EC25,TDS,chloride,Turbidity,Transparency,TSS,TVS,T-Solids-calc,pH,ANC,ortho-P,TP,TN,NO3/NO2-N,NH4-N,DIN,fecal coliform,BOD,NOTES,,,,,,,,,,
Stream,Date,Time,condition,Qualitative Flow ,(cfs),(oC),(mg/L),% sat,uS/cm ,(mg/L),(mg/L), NTU,tube (cm),(mg/L),(mg/L),(mg/L),lab,mg CaCO3/L,(ug/L),(ug/L),(ug/L),(ug/L),(ug/L),(ug/L),(cfu/100ml),(mg/L),,METADATA NOTES:,,,,,,,,,
Tischer Creek,8/28/07,09:00,rain previous day,R,4,17.4,,82.50,,,,,,7,,,,,,44,690,361,27,388,,,,,,,,,,,,,
Tischer Creek,9/7/07,10:15,"0.34"" rain",B,4,17.1,8.03,83.40,391,,,5.6,>120,3,,,,,,38,621,308,13,321,,,,,,,,,,,,,
Tischer Creek,9/18/07,09:00,"1.69"" rain",R,5,15.3,8.15,81.50,221,,32,29.5,26,10,,,,,,100,775,319,119,438,9500,,,,,,,,,,,,
Tischer Creek,9/19/07,09:30,"0.29"" rain",R,6,14.6,8.96,88.10,371,,56,23.7,40,7,,,,,,70,909,374,17,391,5000,,,,,,,,,,,,
Tischer Creek,10/3/07,09:15,"0.71"" rain on 10/2/07",B,7,12.3,9.50,88.70,423,,64,3.2,>120,2,,,,,,40,746,130,13,143,700,,,,,,,,,,,,
Tischer Creek,10/8/07,9:30,,R,,13.7,9.23,89.20,254,,,42.6,25,,,,,,,134,946,178,11,189,,,,,,,,,,,,,
Tischer Creek,10/18/07,10:30,"2.66"" rain",R,481,10.2,10.20,90.90,196,,,50.5,21,112,,,,,,180,930,187,10,197,7000,,,,,,,,,,,,
Tischer Creek,10/19/07,09:30,"0.47"" rain",R,600,10.8,10.08,91.00,183,,,12.2,77,14,,,,,,54,1037,288,17,305,,,,,,,,,,,,,
Tischer Creek,3/31/08,09:30,"2.3"" snow",S,5,0.5,14.22,98.80,873,498,201,4.0,120,2,,,,,,30,983,96,593,689,20,,,,,,,,,,,,
Tischer Creek,4/4/08,13:15,snowmelt max temp = 54oF,S,14,0.9,16.34,114.60,520,,,15.6,58,22,,,,,,67,1239,131,655,786,,,,,,,,,,,,,
Tischer Creek,4/8/08,13:15,snowmelt,S,24,0.5,15.07,104.90,506,306,116,10.9,85,9,,,,,,50,1459,158,906,1064,,,,,,,,,,,,,
Tischer Creek,4/9/08,14:50,snowmelt,S,15,2.8,,,456,221,82,5.3,,5,,,,,,30,1117,54,696,750,,,,,,,,,,,,,
Tischer Creek,4/15/08,13:25,snowmelt,S,26,3.8,,,452,212,83,13.5,50,14,,,7.46,,,50,922,39,472,511,42,,color = 87.4 pt co units,,,,,,,,,,
Tischer Creek,4/22/08,08:30,"0.72"" rain 4/21",R,467,4.0,,,148,128,34,25.1,32,33,,,7.64,,,90,1017,50,310,360,160,,"color = 80.9 pt co units, E.Coli = 186",,,,,,,,,,
Tischer Creek,4/25/08,10:20,"1.2"" rain",R,47,5.8,,,243,162,42,5.2,>120,5,,,,,,30,788,16,246,262,,,,,,,,,,,,,
Tischer Creek,5/1/08,09:15,end of spring flows,S,8,5.9,12.94,96.60,329,192,58,3.5,>120,3,,,7.80,,,30,638,9,235,244,,,"color = 64.3 pt co units, E.Coli = 26",,,,,,,,,,
Tischer Creek,5/22/08,09:15,routine sampling,B,5,9.9,10.67,100.20,433,,78,1.2,>120,1,,,8.14,,,11,610,10,242,252,64,,E.Coli = 86,,,,,,,,,,
Tischer Creek,6/6/08,11:15,"2.5"" rain 6/5-6/6",R,1335,10.7,9.77,83.40,145,,16,63.5,12.5,80,,,7.25,,,85,1098,21,208,229,,,color = 125.7 pt co units,,,,,,,,,,
Tischer Creek,6/12/08,08:45,"1.12"" 6/10-12",R,148,10.0,10.37,92.00,219,,26,9.0,85,10,,,7.74,,,48,759,14,109,123,430,,"color = 132 pt co units, E.Coli = 921",,,,,,,,,,
Tischer Creek,7/10/08,10:45,low flow,B,4,14.6,9.07,94.60,579,,86,2.7,>120,1,,,8.22,,,13,564,11,371,382,,,"color = 30.3 pt co units, E.Coli = 250",,,,,,,,,,
Tischer Creek,7/29/08,09:15,"0.43"" rain",R,5,20.3,8.74,90.20,368,,57,12.7,56,5,,,7.87,,,125,663,1,329,331,1100,,"color = 42.3 pt co units, E.Coli = 1300",,,,,,,,,,
Tischer Creek,8/28/08,08:45,"1.98"" rain 8/27-28",R,10,15.5,9.46,97.10,348,,49,12.0,82,8,,,7.56,,,63,726,13,249,262,6500,,"color = 59.8 pt co units, E.Coli >2420",,,,,,,,,,
Tischer Creek,9/3/08,08:30,"0.48"" rain ",R,5,14.7,10.12,99.60,384,,56,3.0,>120,3,,,8.13,,,27,647,13,159,172,2100,,"color = 64.5 pt co units, E.Coli =1812",,,,,,,,,,
Tischer Creek,10/8/08,08:15,"1.45"" rain 10/6-8",R,20,9.4,10.98,98.30,282,,37,10.1,>120,8,,,7.45,,,38,731,13,95,108,100,,"color = 109 pt co units, E.Coli =980",,,,,,,,,,
Tischer Creek,3/24/09,14:00,"1.94"" rain/snow 3/23&3/24",R,224,0.3,15.35,106.00,200,,32,25.8,37,28,,,7.40,,,65,1358,601,320,921,,,"color = 78 pt co units, E.Coli =260",,,,,,,,,,
Tischer Creek,4/9/09,11:00,snow melt,S,17,1.6,15.17,108.60,326,,52,7.7,>120,10,,,7.40,,,31,667,258,86,344,,,"color = 28 pt co units, E.Coli =60",,,,,,,,,,
Tischer Creek,4/14/09,12:00,snow melt,S,35,2.0,13.59,102.80,201,,28,4.1,92,4,,,7.60,,,30,585,159,70,229,,,"color = 61 pt co units, E.Coli =17",,,,,,,,,,
Tischer Creek fld rep,4/14/09,12:00,snow melt,S,35,2.0,13.57,102.70,200,,28,4.5,89,5,,,7.60,,,30,546,160,85,245,,,"color = 59 pt co units, E.Coli =10",,,,,,,,,,
Tischer Creek,6/2/09,12:15,"0.76"" rain on 5/31",R,5,,11.08,,469,,71,1.4,>120,2,,,8.30,,,12,502,108,8,116,,,"color = 48 pt co units, E.Coli = 131",,,,,,,,,,
Tischer Creek,3/9/10,13:52,snow melt,S,41,0,14.69,101,485,,210.8,86,10.3,67.67,,,,,,106.2,1115.3,69.7,276.2,346,,,,,,,,,,,,,
Tischer Creek,3/11/10,10:40,snow melt,S,40,0,15.7,108,532.7,,106.2,26.5,34,28.67,,,,,,71.4,1152.4,550.3,221.2,772,,,,,,,,,,,,,
Tischer Creek,3/16/10,11:00,"0.2"" rain and snow melt",S,213,1,15.13,106,210.8,,37.3,11.9,55,14,,,,,,35,701.3,307,37,344,,,,,,,,,,,,,
Tischer Creek,5/13/10,10:35,"1.1"" rain",R,22,7,11.65,102,287.4,,,115,9,116.5,,,8,,,131,823,278.4,49.7,328,,,,,,,,,,,,,
Tischer Creek,5/24/10,9:30,"3.9"" rain 5/23",R,112,16,9.53,102,252.6,,,50.8,22,42.8,,,7.8,,,90,1086,137.4,21.5,159,,,,,,,,,,,,,
Tischer Creek,6/9/10,12:10,"0.77"" rain 6/8",R,17,14.5,9.32,92,314.8,,,7.4,72,8.4,,,,,,,,,,0,,,,,,,,,,,,,
Tischer Creek,6/25/10,10:55,"1.8"" rain 6/21-25",R,109,17.17,9.47,98,271,,,17.7,38,19.5,,,7.86,,,61,828,89.6,26,116,,,,,,,,,,,,,
Tischer Creek,7/14/10,12:15,"0.68"" rain",R,9,,,,,,,99.4,9,103.6,,,,,,145,954,382,88,470,,,,,,,,,,,,,
Tischer Creek (rep),7/14/10,12:15,,R,9,,,,,,,101,10,101.6,,,,,,149,967,378,96,474,,,,,,,,,,,,,
Tischer Creek,8/2/10,9:45,"1.66"" rain 8/1-2",R,84,20.35,8.75,97,279.4,,,19.5,37,27.2,,,7.81,,,60,919,54,23,77,,,,,,,,,,,,,
Tischer Creek,8/13/10,13:14,"1.49"" rain 8/10-13",R,11,20.65,8.68,97,,,,6.7,95,7.3,,,7.75,,,39,814,114,17,131,,,,,,,,,,,,,
Tischer Creek,9/7/10,10:28,"1.12"" rain 9/6-7",R,6,12,10.31,95,315.3,,44.3,8.74,93,6.8,,,7.93,,,47.9,792.8,237,14.2,251,,,,,,,,,,,,,
Tischer Creek,9/24/10,9:24,"1.14"" rain 9/23-24",R,31,11,10.56,96,316.7,,39.6,28.4,41,40.7,,,7.59,,,96,820.7,93.6,8.4,102,,,,,,,,,,,,,
Tischer Creek,10/26/10,13:00,"3.73"" rain 10/24-26",R,,10,10.24,91,211.7,,25.4,129,9,187,,,7.81,,,252.7,1136.2,142,13.5,156,,,,,,,,,,,,,
Tischer Creek,4/27/11,13:10,"0.54"" precip- mostly snow with snowmelt",S,26.5,5.37,,,339.2,,,5.48,120,4.1,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek,6/22/11,10:15,"2.09"" rain 6/21-22",R,N/D,12.5,10.72,101,262.8,,,47.8,18,68.8,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek,7/20/11,10:10,baseflow,B,N/D,18.2,8.82,94,484.9,,,5.2,120,2.9,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek,7/27/11,10:10,baseflow,B,N/D,16.4,8.6,87,305.6,,,9.06,74,6,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek,8/2/11,9:40,"2.57"" rain 8/1-2",R,N/D,21.1,8.4,95,275.6,,,32.3,21,48.2,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek,8/9/11,9:35,"0.79"" rain 8/8-9",R,34.5,17.1,9.25,97,386.9,,,5.13,120,3.5,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek,12/28/11,10:30,winter baseflow,B,0.1,-0.44,14.02,96,913.9,,,2.07,120,1.4,,,,,,,,,,,,,,,,,,,,,,,
NO SAMPLES COLLECTED IN  2012 or 2013 DUE TO LACK OF FUNDING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tischer Creek ,4/24/14,11:30,"0.63"" rain and 4.3"" snow",R,161,1.0,15.30,108.00,118,,,11.3,60,,,,,,,,,,,,,,"YSI85  500 mL filtered, pre-weight: 1.107g",,,,,,,,,,
Tischer Creek ,4/29/14,10:00,"0.21"" rain ",B,5,1.6,14.87,105.00,153,,,5.4,100,,,,,,,,,,,,,,"overcast, windy, 40F. YSI 85",,,,,,,,,,
Tischer Creek ,5/1/14,11:20,"0.63"" rain 4/30-5/1",B,65,1.6,13.31,101.00,182,,,11.4,94,,,,,,,,,,,,,,"rain past two days, light drizzle 40F. Lena",,,,,,,,,,
Tischer Creek ,5/13/14,10:45,0.95' rain,R,304,5.8,12.70,101.00,167,,,25.5,35.5,31,5,,,,,,,,,,,,"post-rain sampling, bank full, partly sunny",,,,,,,,,,
Tischer Creek ,5/20/14,11:00,"0.16"" rain ",B,6,10.2,10.76,100.00,225,,,5.6,95,13,3,,7.49,,,,,,,,,,"Ole, post-rain event, overcast and light drizzle",,,,,,,,,,
Tischer Creek ,6/2/14,9:30,"2.45"" rain 5/31 - 6/2",R,0,14.2,9.39,92.00,276,,,21.4,52,29,8,,,,,,,,,,,,"YSI 85, Post-rain sampling, stream near bankfull, overcast",,,,,,,,,,
Tischer Creek ,9/10/14,2:20,"0.26"" rain 9/9 - 9/10",B,3,12.1,9.87,93.00,449,,,5.2,100,,,,,,,,,,,,,,"following 0.42"" of rain, overcast and 45F",,,,,,,,,,
Tischer Creek ,10/2/14,8:40,"0.86"" rain 10/1-2",R,4,11.5,10.26,95.00,141,,,7.1,100,,,,,,,,,,,,,,"0.76"" of rain within 24 hours or sampling. 400mL Filtered for TSS",,,,,,,,,,
Tischer Creek ,3/19/15,15:11,"1.5"" snow, snowmelt ",S,3,2.73,12.98,101,508.3,,132,14.1,54,9.9,3.7,,7.48,,,48.8,1095,,,,66,,,,,,,,,,,,
Tischer Creek ,3/16/15,16:30,"0.19"" rain, snowmelt ",S,8,0.86,13.74,101,475.9,,123,32.5,,17.4,5.8,,7.45,,,97.7,1279,,,,690,,,,,,,,,,,,
Tischer Creek ,4/13/15,10:48,"0.38"" rain 4/12-13",S,4,5.98,11.93,101,369.8,,69.8,10.8,,15.1,4.4,,6.97,,,50.7,719,,,,210,,,,,,,,,,,,
Tischer Creek ,4/19/15,13:45,"0.52"" rain ",R,4,5.55,10.15,85,508.5,,103.8,8.8,84,5.5,2.3,,7.46,,,35,871,,,,980,,,,,,,,,,,,
Tischer Creek ,5/11/15,09:52,"1.36"" rain 5/10-11",R,9,6.52,12.09,104,354.6,,63.1,59.5,21,100.6,24,,7.29,,,132,1033,,,,870,,,,,,,,,,,,
Tischer Creek ,5/12/15,10:30,"1.44"" rain 5/10-12",R,3,5.34,12.79,106,312.9,,,,100,,,,7.17,,,,766.8,,,,86,,,,,,,,,,,,
Tischer Creek ,5/26/15,9:30,"0.84"" rain 5/24-26 ",R,2,11.93,9.98,97,297.4,,44.7,3.94,100,7,1.9,,7.59,,,30,781,,,,460,,"Overcast, fog, around 50F, calm, rain 5/25 of 0.6""",,,,,,,,,,
Tischer Creek ,6/22/15,12:05,"1.54"" rain",R,5,15.31,9.66,102,285.5,,48.4,37.2,16,53,12,,7.41,,,153,1050,,,,2400,,"Overcast, heavy rain in morning, stream just within banks, BTW taken from sharpie marks",,,,,,,,,,
Tischer Creek ,6/29/15,14:54,"0.60"" rain 6/28-29",R,3,17.66,7.83,,500.5,,86.5,13.7,50,10.9,3,,7.48,,,27,757,,,,2400,,,,,,,,,,,,
Tischer Creek ,7/6/15,11:00,1.87' rain 7/5-6,R,20,18,8.63,96,205,,30.8,27.3,27,33.8,8.5,,7.4,,,71,730,,,,1100,,"Lightly raining, heavy rain the night before.",,,,,,,,,,
Tischer Creek ,7/13/15,9:40,"0.94"" rain 7/12-13",R,8,19.75,8.3,97,302.9,,40.7,7.2,85,9.9,3.8,,7.65,,,49,,,,,2400,,,,,,,,,,,,
Tischer Creek ,7/28/15,10:40,baseflow ,B,2,18.6,6.66,72,646,,107,2.77,100,1.8,0.9,,,,,26,621.3,,,,610,,,,,,,,,,,,
Tischer Creek ,8/7/15,09:15,"1.37"" rain 8/6-7",R,4,16.25,8.82,94,320.7,,55.8,13.6,48.5,10,3,,7.36,,,56.7,732,,,,2400,,"overcast, heavy rain night before",,,,,,,,,,
Tischer Creek ,8/19/15,09:00,"1.77"" rain 8/18-19",R,4,15.1,9.08,91,359,,61.5,11.2,70,8.8,3,,6.97,,,51.7,697,,,,2400,,,,,,,,,,,,
Tischer Creek ,8/20/15,09:15,"1.79"" rain 8/18-20",R,4,14.6,8.7,90,391.6,,60,3.54,100,4.9,2.1,,,,,40.1,743,,,,1000,,,,,,,,,,,,
Tischer Creek ,9/2/15,16:15,"2.02"" rain ",R,4,19.28,8.37,96,337.4,,48.1,12.8,69,10.8,3.4,,7.64,,,45.1,967,,,,2400,,,,,,,,,,,,
Tischer Creek ,9/8/15,11:05,"1.98"" rain 9/5-8",R,4,18.2,7.44,81,331.5,,49.8,4.13,100,4.6,1.9,,,,,39.5,965,,,,360,,,,,,,,,,,,
Tischer Creek ,9/23/15,1250,"1.32"" rain",R,39,12.3,9.94,97,143.1,,19,32.2,21,51,11.8,,7.4,,,138,861,,,,2400,,,,,,,,,,,,
Tischer Creek ,9/24/15,9:40,"1.60"" rain 9/23-24",R,44,13,9.62,92,242.1,,31,9.13,68,13,3.5,,,,,51.1,890,,,,2400,,,,,,,,,,,,
Tischer Creek ,9/24/15,,"1.60"" rain 9/23-24",R,N/A,,,,,,30.6,,,11.2,4.3,,,,,51.6,882,,,,2400,,,,,,,,,,,,
Tischer Creek ,9/17/15,10:45,"1.19"" rain ",R,92,19.59,8.21,94,162.4,,24.9,,9,164,32,,7.25,,,362,1409,,,,2400,,,,,,,,,,,,
Tischer Creek ,10/28/15,1137,"0.68"" rain 10/26-28 ",R,5,8.26,10.64,97,285.6,,44.2,25.4,31,17.5,6.3,,7.27,,,69.4,591,,,,2400,,,,,,,,,,,,
Tischer Creek ,10/29/15,1130,"0.71"" rain 10/26-29 ",R,4,7.1,11.39,100,345.1,,49.2,3.61,100,3.5,2,,7.64,,,25.5,607,,,,250,,,,,,,,,,,,
Tischer Creek,3/8/16,13:15,"Snowmelt 8"", rain 0.02",S,4,1.39,13.39,101.1,896.6,,209,15,50.5,8.6,2.7,,7.62,,,44.3,821,419,126,,,,,,,,,,,,,,
Tischer Creek,3/9/16,10:54,"snowmelt 6"", snow 1.1"", rain 0.15""",S,4,,,,,,208,59.4,15,34.3,9.7,,,,,101,901,403,123,,,,"Middle of channel is open with swift flow, ice and snow shelves on both banks, ~50% ice coverage, stream within banks, sample taken.",,,,,,,,,,
Tischer Creek,3/14/16,10:48,"snowmelt, rain 0.01""",S,13,0.85,13.61,101.1,345.5,,72,,96,8.1,,,7.13,,,36.3,787,411,43,,,,,,,,,,,,,,
Tischer Creek,3/15/16,15:15,"snowmelt, rain 1.17""",R,253,1.65,13.07,99.3,318.5,,71.2,113,9,88.2,,,7.3,,,226,1311,465,79,,,,,,,,,,,,,,
Tischer Creek,3/16/16,14:20,"snow 8.7"", rain 1.53"" ",R,531,0.53,13.49,99.2,306.1,,66.1,,27,,,,6.91,,,109,795,508,50,,,,,,,,,,,,,,
Tischer Creek,3/18/16,14:00,"snowmelt 7"" ",S,12,0.92,13.7,102.1,427.9,,101,7.9,89,,,,7.28,,,29,667,451,22,,,,,,,,,,,,,,
Tischer Creek,3/30/16,14:10,"snowmelt, rain 0.37 ",S,31,2.58,13.05,100,337.1,,68.2,15.6,55,15.4,,,7.49,,,37,547,248,26,,,,,,,,,,,,,,
Tischer Creek,4/14/16,12:45,snowmelt ,S,6,5.84,12.5,103.4,309.7,,53.8,3,100,2.2,,,7.64,,,14,347,108,7.9,,,,"Slightly above normal level, swift flow, clear - can see bottom, little debris or vegetation in water.",,,,,,,,,,
Tischer Creek,4/25/16,14:10,"1.69"" rain 4/24-4/25",R,290,2.49,12.9,99.9,176.5,,26,26.3,31,24.3,,,7.91,,,96,669,260,31,,,,"Logs downstream, shrubs and branches upstream, entire upstream corner underwater",,,,,,,,,,
Tischer Creek,4/26/16,16:15,"1.69"" rain 4/24-25",R,14,5.12,5.12,100.9,221.4,,35.2,9.2,65,6.7,,,7.46,,,37,838,247,9.5,,,,Stream is turbulent and swift.,,,,,,,,,,
Tischer Creek,5/24/16,13:15,"0.28"" rain 5/23-24",B,4,16.71,10.32,111.6,465.7,,84.2,5.5,89,6.9,,,7.95,,,32.2,611,199,8.3,,,,,,,,,,,,,,
Tischer Creek,6/6/16,11:35,"0.86"" rain 6/3-6",R,5,,,,,,48.7,3.7,,5.1,,,,,,32.2,635,112,6.5,,,,,,,,,,,,,,
Tischer Creek,6/6/16,11:30,,R,5,13.52,10.69,107.2,326.1,,47.7,3.3,100,5.6,,,7.9,,,30.6,638,115,6.9,,,,,,,,,,,,,,
Tischer Creek,6/13/16,10:45,"0.69"" rain 6/12-13",R,4,11.89,9.74,94.9,418.3,,64.8,,100,6,,,7.7,,,27,721,397,17.3,,410.6,,,,,,,,,,,,
Tischer Creek,6/15/16,14:25,"2.08"" rain 6/12-15",R,42,13.39,9.78,98.7,248.3,,32.6,27.4,25,59.4,,,7.35,,,101,824,122,55.3,,2419.6,,,,,,,,,,,,
Tischer Creek,6/16/16,9:35,"2.09"" rain 6/12-16",R,11,12.4,10.15,95.1,274.5,,31.9,8.3,81,11.3,,,,,,50,755,80,12.7,,1046.2,,,,,,,,,,,,
Tischer Creek,7/6/16,12:15,baseflow ,B,3,18.02,8.17,91.3,582.5,,,,100,,,,7.58,,,,,,,,248.9,,,,,,,,,,,,
Tischer Creek,7/8/16,12:08,"0.84"" rain 7/7-8",R,4,16.55,8.32,90.3,3832,,63,5.12,100,5.2,,,7.49,,,51,709,340,11.1,,,,,,,,,,,,,,
Tischer Creek,7/11/16,11:45,"2.27"" rain ",R,4,16.59,8.62,93.4,363.7,,60.5,11.5,57,12.3,,,7.25,,,51.2,882,475,30,,2420,,,,,,,,,,,,
Tischer Creek,7/12/16,9:45,"2.28"" rain 7/11-12",R,43,17.67,8.85,98,293.2,,36.5,10.8,74,14.2,,,7.52,,,62,826,77,13.5,,1414,,,,,,,,,,,,
Tischer Creek,7/29/16,9:00,baseflow ,B,3,14.79,9.83,101.1,539.9,,,,,,,,7.5,,,,,,,,214.2,,"Loaner Hydrolab, No photos, secchi or water sample",,,,,,,,,,
Tischer Creek,8/2/16,11:30,"1.10"" rain ",R,5,19.02,8.24,92.4,242.7,,37,19,24,21,,,7.18,,,144,1126,376,77.3,,2419.6,,,,,,,,,,,,
Tischer Creek,8/11/16,9:25,"0.26""rain 8/10-11",B,3,16.35,8.43,90.2,528.1,,,,100,,,,7.9,,,,,,,,1046,,No water sample,,,,,,,,,,
Tischer Creek,8/15/16,11:00,baseflow,B,3,18.06,8.83,97.6,530.2,,,,100,,,,7.38,,,,,,,,291,,,,,,,,,,,,
Tischer Creek,8/29/16,12:00,"1.72"" rain ",R,4,17.43,8.85,96.4,300.8,,46.2,9.81,62,6.2,,,7.34,,,46,709,292,16,,2419.6,,,,,,,,,,,,
Tischer Creek,9/6/16,11:15,"1.28"" rain 9/4-6",R,7,19.62,8.8,100.5,334.4,,47.2,5.9,100,8.7,,,7.5,,,44,771,64,22,,,,,,,,,,,,,,
Tischer Creek,9/8/16,13:15,"0.84"" rain 9/7",R,13,19.42,8.85,102,311.4,,39.1,7.6,49,10.4,,,7.35,,,50,848,66,9.6,,,,,,,,,,,,,,
Tischer Creek,9/21/16,14:00,baseflow,B,3,15.17,10.03,103.4,468.7,,,,100,,,,7.57,,,,,,,,240,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
